"STATION","STATION_NAME","DATE","TPCP","MNTM"
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19650701,2.44,72.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19650801,2.11,72.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19650901,0.96,66.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19651001,1.85,55.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19651101,1.36,45.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19651201,2.22,38.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19660101,3.18,31.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19660201,4.08,33.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19660301,1.35,41.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19660401,3.24,47.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19660501,3.52,56.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19660601,0.21,70
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19660701,0.69,77
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19660801,2.99,74.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19660901,7.46,66.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19661001,4.92,55.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19661101,2.29,47.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19661201,2.78,35.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19670101,1.47,36.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19670201,2.48,27.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19670301,5.48,34.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19670401,3.68,46.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19670501,5.13,51.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19670601,3.4,66.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19670701,4.99,73.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19670801,7.36,71.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19670901,1.44,64.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19671001,1.89,55.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19671101,2.13,41
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19671201,5.7,36.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19680101,2,25.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19680201,1.73,27.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19680301,4.91,40.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19680401,1.97,50.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19680501,5.34,56.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19680601,4.17,68
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19680701,2.58,77
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19680801,2.78,75.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19680901,2.54,70.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19681001,1.85,58.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19681101,6.84,46.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19681201,4.56,32.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19690101,1.1,31.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19690201,3.72,30.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19690301,2.03,38.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19690401,4.27,52.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19690501,1.72,61.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19690601,2.85,71.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19690701,8.47,75
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19690801,2.39,77.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19690901,3.8,68.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19691001,1.7,58.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19691101,2.48,47.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19691201,6.17,35.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19700101,0.56,26.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19700201,3.33,33.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19700301,4.04,37.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19700401,3.15,50
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19700501,2.01,61.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19700601,3.04,70.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19700701,0.54,77
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19700801,2.57,77.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19700901,1.61,70
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19701001,1.93,58.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19701101,3.84,48.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19701201,2.56,35.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19710101,2.31,27.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19710201,4.77,34.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19710301,3.17,38.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19710401,2.91,47.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19710501,2.61,59.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19710601,1.71,72.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19710701,3.19,77.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19710801,4.35,76.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19710901,3.72,71.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19711001,3.28,63.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19711101,4.07,47.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19711201,1.47,42.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19720101,1.75,36.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19720201,4.9,33.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19720301,4.09,40.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19720401,3.32,49.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19720501,5.03,61.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19720601,6.7,68
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19720701,2.6,77
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19720801,0.43,74.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19720901,1.49,69.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19721001,5,54.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19721101,9.51,46.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19721201,4.25,41.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19730101,3.37,36.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19730201,2.61,35.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19730301,3.72,47.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19730401,6.98,54.1
